audio_ref_1_1,audio_ref_1_2,audio_1-1,audio_1-2,audio_1-3,audio_1-4,audio_1-5,audio_1-6,audio_1-7,audio_1-8,audio_1-9,text_1,audio_ref_2_1,audio_ref_2_2,audio_2-1,audio_2-2,audio_2-3,audio_2-4,audio_2-5,audio_2-6,audio_2-7,audio_2-8,audio_2-9,text_2,audio_ref_3_1,audio_ref_3_2,audio_3-1,audio_3-2,audio_3-3,audio_3-4,audio_3-5,audio_3-6,audio_3-7,audio_3-8,audio_3-9,text_3,audio_ref_4_1,audio_ref_4_2,audio_4-1,audio_4-2,audio_4-3,audio_4-4,audio_4-5,audio_4-6,audio_4-7,audio_4-8,audio_4-9,text_4
p231/ref/p231_194.wav,p231/ref/p231_268.wav,p231/mask-FT/FT/p231_180-epoch=11-batch_idx=0.wav,p231/raw/p231_180.wav,p231/FT-mask/FT/p231_180-epoch=8-batch_idx=0.wav,p231/mask-FT/mask/p231_180-epoch=5-batch_idx=0.wav,p231/FT-mask/mask/p231_180-epoch=13-batch_idx=0.wav,p231/joint/joint/p231_180-epoch=15-batch_idx=0.wav,p231/libri_mask-FT/libri_mask/p231_180-epoch=6-batch_idx=0.wav,p231/recon/p231_180.recon.wav,p231/libri_mask-FT/FT/p231_180-epoch=25-batch_idx=0.wav,i have spoken to head office.,p268/ref/p268_012.wav,p268/ref/p268_406.wav,p268/mask-FT/mask/p268_020-epoch=5-batch_idx=0.wav,p268/FT-mask/FT/p268_020-epoch=0-batch_idx=0.wav,p268/libri_mask-FT/libri_mask/p268_020-epoch=5-batch_idx=0.wav,p268/raw/p268_020.wav,p268/mask-FT/FT/p268_020-epoch=6-batch_idx=0.wav,p268/joint/joint/p268_020-epoch=7-batch_idx=0.wav,p268/FT-mask/mask/p268_020-epoch=6-batch_idx=0.wav,p268/libri_mask-FT/FT/p268_020-epoch=6-batch_idx=0.wav,p268/recon/p268_020.recon.wav,many complicated ideas about the rainbow have been formed. ,p297/ref/p297_238.wav,p297/ref/p297_313.wav,p297/raw/p297_080.wav,p297/recon/p297_080.recon.wav,p297/libri_mask-FT/FT/p297_080-epoch=7-batch_idx=0.wav,p297/libri_mask-FT/libri_mask/p297_080-epoch=6-batch_idx=0.wav,p297/FT-mask/FT/p297_080-epoch=0-batch_idx=0.wav,p297/mask-FT/FT/p297_080-epoch=6-batch_idx=0.wav,p297/joint/joint/p297_080-epoch=6-batch_idx=0.wav,p297/FT-mask/mask/p297_080-epoch=6-batch_idx=0.wav,p297/mask-FT/mask/p297_080-epoch=5-batch_idx=0.wav,we were short of athletes.,p339/ref/p339_064.wav,p339/ref/p339_342.wav,p339/libri_mask-FT/libri_mask/p339_234-epoch=5-batch_idx=0.wav,p339/FT-mask/mask/p339_234-epoch=6-batch_idx=0.wav,p339/mask-FT/FT/p339_234-epoch=6-batch_idx=0.wav,p339/FT-mask/FT/p339_234-epoch=0-batch_idx=0.wav,p339/libri_mask-FT/FT/p339_234-epoch=6-batch_idx=0.wav,p339/mask-FT/mask/p339_234-epoch=5-batch_idx=0.wav,p339/raw/p339_234.wav,p339/joint/joint/p339_234-epoch=5-batch_idx=0.wav,p339/recon/p339_234.recon.wav,the reaction of staff has been fantastic.
p306/ref/p306_015.wav,p306/ref/p306_113.wav,p306/raw/p306_154.wav,p306/mask-FT/FT/p306_154-epoch=6-batch_idx=0.wav,p306/FT-mask/FT/p306_154-epoch=0-batch_idx=0.wav,p306/recon/p306_154.recon.wav,p306/libri_mask-FT/FT/p306_154-epoch=12-batch_idx=0.wav,p306/FT-mask/mask/p306_154-epoch=6-batch_idx=0.wav,p306/libri_mask-FT/libri_mask/p306_154-epoch=5-batch_idx=0.wav,p306/joint/joint/p306_154-epoch=6-batch_idx=0.wav,p306/mask-FT/mask/p306_154-epoch=5-batch_idx=0.wav,does that put pressure on us?,p364/ref/p364_167.wav,p364/ref/p364_183.wav,p364/joint/joint/p364_088-epoch=7-batch_idx=0.wav,p364/raw/p364_088.wav,p364/libri_mask-FT/FT/p364_088-epoch=9-batch_idx=0.wav,p364/FT-mask/mask/p364_088-epoch=6-batch_idx=0.wav,p364/libri_mask-FT/libri_mask/p364_088-epoch=8-batch_idx=0.wav,p364/FT-mask/FT/p364_088-epoch=0-batch_idx=0.wav,p364/recon/p364_088.recon.wav,p364/mask-FT/mask/p364_088-epoch=5-batch_idx=0.wav,p364/mask-FT/FT/p364_088-epoch=6-batch_idx=0.wav,the couple had one daughter.,p273/ref/p273_038.wav,p273/ref/p273_200.wav,p273/FT-mask/FT/p273_378-epoch=0-batch_idx=0.wav,p273/mask-FT/mask/p273_378-epoch=5-batch_idx=0.wav,p273/raw/p273_378.wav,p273/joint/joint/p273_378-epoch=5-batch_idx=0.wav,p273/mask-FT/FT/p273_378-epoch=6-batch_idx=0.wav,p273/libri_mask-FT/FT/p273_378-epoch=7-batch_idx=0.wav,p273/libri_mask-FT/libri_mask/p273_378-epoch=6-batch_idx=0.wav,p273/recon/p273_378.recon.wav,p273/FT-mask/mask/p273_378-epoch=6-batch_idx=0.wav,to have products for their needs.,p294/ref/p294_115.wav,p294/ref/p294_270.wav,p294/libri_mask-FT/FT/p294_408-epoch=7-batch_idx=0.wav,p294/FT-mask/mask/p294_408-epoch=6-batch_idx=0.wav,p294/raw/p294_408.wav,p294/mask-FT/mask/p294_408-epoch=5-batch_idx=0.wav,p294/mask-FT/FT/p294_408-epoch=6-batch_idx=0.wav,p294/recon/p294_408.recon.wav,p294/libri_mask-FT/libri_mask/p294_408-epoch=6-batch_idx=0.wav,p294/FT-mask/FT/p294_408-epoch=0-batch_idx=0.wav,p294/joint/joint/p294_408-epoch=13-batch_idx=0.wav,if you could find it.
p247/ref/p247_147.wav,p247/ref/p247_255.wav,p247/libri_mask-FT/libri_mask/p247_393-epoch=6-batch_idx=0.wav,p247/FT-mask/mask/p247_393-epoch=6-batch_idx=0.wav,p247/FT-mask/FT/p247_393-epoch=0-batch_idx=0.wav,p247/libri_mask-FT/FT/p247_393-epoch=7-batch_idx=0.wav,p247/joint/joint/p247_393-epoch=5-batch_idx=0.wav,p247/recon/p247_393.recon.wav,p247/raw/p247_393.wav,p247/mask-FT/FT/p247_393-epoch=6-batch_idx=0.wav,p247/mask-FT/mask/p247_393-epoch=5-batch_idx=0.wav,it has happened for generations.,p351/ref/p351_008.wav,p351/ref/p351_273.wav,p351/mask-FT/FT/p351_020-epoch=6-batch_idx=0.wav,p351/joint/joint/p351_020-epoch=11-batch_idx=0.wav,p351/libri_mask-FT/FT/p351_020-epoch=20-batch_idx=0.wav,p351/recon/p351_020.recon.wav,p351/mask-FT/mask/p351_020-epoch=5-batch_idx=0.wav,p351/FT-mask/FT/p351_020-epoch=6-batch_idx=0.wav,p351/FT-mask/mask/p351_020-epoch=9-batch_idx=0.wav,p351/libri_mask-FT/libri_mask/p351_020-epoch=10-batch_idx=0.wav,p351/raw/p351_020.wav,many complicated ideas about the rainbow have been formed.,p268/ref/p268_312.wav,p268/ref/p268_406.wav,p268/joint/joint/p268_226-epoch=7-batch_idx=0.wav,p268/raw/p268_226.wav,p268/FT-mask/mask/p268_226-epoch=6-batch_idx=0.wav,p268/mask-FT/mask/p268_226-epoch=5-batch_idx=0.wav,p268/libri_mask-FT/FT/p268_226-epoch=6-batch_idx=0.wav,p268/libri_mask-FT/libri_mask/p268_226-epoch=5-batch_idx=0.wav,p268/mask-FT/FT/p268_226-epoch=6-batch_idx=0.wav,p268/recon/p268_226.recon.wav,p268/FT-mask/FT/p268_226-epoch=0-batch_idx=0.wav,stagecoach is seeking a new finance director.,p329/ref/p329_159.wav,p329/ref/p329_300.wav,p329/FT-mask/FT/p329_094-epoch=0-batch_idx=0.wav,p329/mask-FT/mask/p329_094-epoch=5-batch_idx=0.wav,p329/libri_mask-FT/FT/p329_094-epoch=7-batch_idx=0.wav,p329/mask-FT/FT/p329_094-epoch=6-batch_idx=0.wav,p329/libri_mask-FT/libri_mask/p329_094-epoch=6-batch_idx=0.wav,p329/raw/p329_094.wav,p329/joint/joint/p329_094-epoch=5-batch_idx=0.wav,p329/FT-mask/mask/p329_094-epoch=6-batch_idx=0.wav,p329/recon/p329_094.recon.wav,nothing like this has ever happened here before.
p225/ref/p225_120.wav,p225/ref/p225_191.wav,p225/raw/p225_111.wav,p225/mask-FT/mask/p225_111-epoch=5-batch_idx=0.wav,p225/joint/joint/p225_111-epoch=10-batch_idx=0.wav,p225/FT-mask/FT/p225_111-epoch=0-batch_idx=0.wav,p225/FT-mask/mask/p225_111-epoch=6-batch_idx=0.wav,p225/recon/p225_111.recon.wav,p225/libri_mask-FT/libri_mask/p225_111-epoch=7-batch_idx=0.wav,p225/mask-FT/FT/p225_111-epoch=6-batch_idx=0.wav,p225/libri_mask-FT/FT/p225_111-epoch=8-batch_idx=0.wav,it isn't a happy memory.,p336/ref/p336_053.wav,p336/ref/p336_051.wav,p336/mask-FT/FT/p336_002-epoch=8-batch_idx=0.wav,p336/FT-mask/mask/p336_002-epoch=14-batch_idx=0.wav,p336/mask-FT/mask/p336_002-epoch=5-batch_idx=0.wav,p336/libri_mask-FT/FT/p336_002-epoch=14-batch_idx=0.wav,p336/joint/joint/p336_002-epoch=13-batch_idx=0.wav,p336/FT-mask/FT/p336_002-epoch=10-batch_idx=0.wav,p336/libri_mask-FT/libri_mask/p336_002-epoch=7-batch_idx=0.wav,p336/raw/p336_002.wav,p336/recon/p336_002.recon.wav,ask her to bring these things with her from the store.,p376/ref/p376_134.wav,p376/ref/p376_279.wav,p376/FT-mask/FT/p376_183-epoch=0-batch_idx=0.wav,p376/recon/p376_183.recon.wav,p376/libri_mask-FT/libri_mask/p376_183-epoch=9-batch_idx=0.wav,p376/mask-FT/FT/p376_183-epoch=10-batch_idx=0.wav,p376/joint/joint/p376_183-epoch=21-batch_idx=0.wav,p376/mask-FT/mask/p376_183-epoch=5-batch_idx=0.wav,p376/FT-mask/mask/p376_183-epoch=5-batch_idx=0.wav,p376/libri_mask-FT/FT/p376_183-epoch=11-batch_idx=0.wav,p376/raw/p376_183.wav,i can't see him reversing that.,p269/ref/p269_334.wav,p269/ref/p269_172.wav,p269/raw/p269_113.wav,p269/FT-mask/FT/p269_113-epoch=6-batch_idx=0.wav,p269/joint/joint/p269_113-epoch=14-batch_idx=0.wav,p269/FT-mask/mask/p269_113-epoch=10-batch_idx=0.wav,p269/recon/p269_113.recon.wav,p269/mask-FT/FT/p269_113-epoch=7-batch_idx=0.wav,p269/libri_mask-FT/FT/p269_113-epoch=7-batch_idx=0.wav,p269/mask-FT/mask/p269_113-epoch=5-batch_idx=0.wav,p269/libri_mask-FT/libri_mask/p269_113-epoch=5-batch_idx=0.wav,we have to look at everything before we make any final decision.
p236/ref/p236_137.wav,p236/ref/p236_011.wav,p236/joint/joint/p236_120-epoch=10-batch_idx=0.wav,p236/mask-FT/mask/p236_120-epoch=5-batch_idx=0.wav,p236/libri_mask-FT/FT/p236_120-epoch=7-batch_idx=0.wav,p236/libri_mask-FT/libri_mask/p236_120-epoch=6-batch_idx=0.wav,p236/FT-mask/mask/p236_120-epoch=5-batch_idx=0.wav,p236/recon/p236_120.recon.wav,p236/raw/p236_120.wav,p236/FT-mask/FT/p236_120-epoch=0-batch_idx=0.wav,p236/mask-FT/FT/p236_120-epoch=6-batch_idx=0.wav,the colours are very pretty.,p248/ref/p248_166.wav,p248/ref/p248_245.wav,p248/mask-FT/mask/p248_127-epoch=5-batch_idx=0.wav,p248/FT-mask/mask/p248_127-epoch=6-batch_idx=0.wav,p248/mask-FT/FT/p248_127-epoch=6-batch_idx=0.wav,p248/joint/joint/p248_127-epoch=5-batch_idx=0.wav,p248/recon/p248_127.recon.wav,p248/libri_mask-FT/FT/p248_127-epoch=7-batch_idx=0.wav,p248/raw/p248_127.wav,p248/libri_mask-FT/libri_mask/p248_127-epoch=6-batch_idx=0.wav,p248/FT-mask/FT/p248_127-epoch=0-batch_idx=0.wav,so the european elections are extremely important.,p276/ref/p276_301.wav,p276/ref/p276_064.wav,p276/joint/joint/p276_188-epoch=5-batch_idx=0.wav,p276/recon/p276_188.recon.wav,p276/raw/p276_188.wav,p276/FT-mask/FT/p276_188-epoch=0-batch_idx=0.wav,p276/libri_mask-FT/FT/p276_188-epoch=8-batch_idx=0.wav,p276/FT-mask/mask/p276_188-epoch=6-batch_idx=0.wav,p276/mask-FT/mask/p276_188-epoch=5-batch_idx=0.wav,p276/mask-FT/FT/p276_188-epoch=6-batch_idx=0.wav,p276/libri_mask-FT/libri_mask/p276_188-epoch=7-batch_idx=0.wav,she is in good spirits.,p245/ref/p245_172.wav,p245/ref/p245_181.wav,p245/FT-mask/FT/p245_330-epoch=0-batch_idx=0.wav,p245/libri_mask-FT/FT/p245_330-epoch=8-batch_idx=0.wav,p245/mask-FT/FT/p245_330-epoch=6-batch_idx=0.wav,p245/FT-mask/mask/p245_330-epoch=6-batch_idx=0.wav,p245/raw/p245_330.wav,p245/joint/joint/p245_330-epoch=5-batch_idx=0.wav,p245/libri_mask-FT/libri_mask/p245_330-epoch=7-batch_idx=0.wav,p245/mask-FT/mask/p245_330-epoch=5-batch_idx=0.wav,p245/recon/p245_330.recon.wav,who will do it?
p261/ref/p261_404.wav,p261/ref/p261_037.wav,p261/joint/joint/p261_008-epoch=5-batch_idx=0.wav,p261/FT-mask/FT/p261_008-epoch=0-batch_idx=0.wav,p261/raw/p261_008.wav,p261/libri_mask-FT/libri_mask/p261_008-epoch=9-batch_idx=0.wav,p261/mask-FT/mask/p261_008-epoch=5-batch_idx=0.wav,p261/FT-mask/mask/p261_008-epoch=6-batch_idx=0.wav,p261/libri_mask-FT/FT/p261_008-epoch=10-batch_idx=0.wav,p261/recon/p261_008.recon.wav,p261/mask-FT/FT/p261_008-epoch=6-batch_idx=0.wav,"these take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon. ",p276/ref/p276_230.wav,p276/ref/p276_319.wav,p276/FT-mask/mask/p276_286-epoch=6-batch_idx=0.wav,p276/libri_mask-FT/libri_mask/p276_286-epoch=7-batch_idx=0.wav,p276/libri_mask-FT/FT/p276_286-epoch=8-batch_idx=0.wav,p276/joint/joint/p276_286-epoch=5-batch_idx=0.wav,p276/mask-FT/FT/p276_286-epoch=6-batch_idx=0.wav,p276/mask-FT/mask/p276_286-epoch=5-batch_idx=0.wav,p276/FT-mask/FT/p276_286-epoch=0-batch_idx=0.wav,p276/raw/p276_286.wav,p276/recon/p276_286.recon.wav,their extinction is not inevitable.,p313/ref/p313_270.wav,p313/ref/p313_127.wav,p313/libri_mask-FT/FT/p313_346-epoch=6-batch_idx=0.wav,p313/FT-mask/FT/p313_346-epoch=0-batch_idx=0.wav,p313/FT-mask/mask/p313_346-epoch=6-batch_idx=0.wav,p313/raw/p313_346.wav,p313/recon/p313_346.recon.wav,p313/mask-FT/FT/p313_346-epoch=6-batch_idx=0.wav,p313/mask-FT/mask/p313_346-epoch=5-batch_idx=0.wav,p313/libri_mask-FT/libri_mask/p313_346-epoch=5-batch_idx=0.wav,p313/joint/joint/p313_346-epoch=7-batch_idx=0.wav,my heart is not so sure.,p278/ref/p278_073.wav,p278/ref/p278_174.wav,p278/mask-FT/FT/p278_230-epoch=6-batch_idx=0.wav,p278/libri_mask-FT/FT/p278_230-epoch=11-batch_idx=0.wav,p278/FT-mask/FT/p278_230-epoch=0-batch_idx=0.wav,p278/libri_mask-FT/libri_mask/p278_230-epoch=10-batch_idx=0.wav,p278/mask-FT/mask/p278_230-epoch=5-batch_idx=0.wav,p278/recon/p278_230.recon.wav,p278/raw/p278_230.wav,p278/joint/joint/p278_230-epoch=5-batch_idx=0.wav,p278/FT-mask/mask/p278_230-epoch=6-batch_idx=0.wav,"i think, therefore i am?"
p276/ref/p276_056.wav,p276/ref/p276_319.wav,p276/FT-mask/mask/p276_113-epoch=6-batch_idx=0.wav,p276/libri_mask-FT/libri_mask/p276_113-epoch=7-batch_idx=0.wav,p276/FT-mask/FT/p276_113-epoch=0-batch_idx=0.wav,p276/libri_mask-FT/FT/p276_113-epoch=8-batch_idx=0.wav,p276/recon/p276_113.recon.wav,p276/mask-FT/mask/p276_113-epoch=5-batch_idx=0.wav,p276/mask-FT/FT/p276_113-epoch=6-batch_idx=0.wav,p276/joint/joint/p276_113-epoch=5-batch_idx=0.wav,p276/raw/p276_113.wav,just two months ago it seemed an unlikely threat.,p312/ref/p312_025.wav,p312/ref/p312_175.wav,p312/FT-mask/FT/p312_398-epoch=0-batch_idx=0.wav,p312/recon/p312_398.recon.wav,p312/mask-FT/mask/p312_398-epoch=5-batch_idx=0.wav,p312/FT-mask/mask/p312_398-epoch=6-batch_idx=0.wav,p312/raw/p312_398.wav,p312/libri_mask-FT/FT/p312_398-epoch=7-batch_idx=0.wav,p312/libri_mask-FT/libri_mask/p312_398-epoch=6-batch_idx=0.wav,p312/joint/joint/p312_398-epoch=10-batch_idx=0.wav,p312/mask-FT/FT/p312_398-epoch=7-batch_idx=0.wav,the new incitement offence will cover all religions.,p266/ref/p266_083.wav,p266/ref/p266_329.wav,p266/raw/p266_059.wav,p266/mask-FT/FT/p266_059-epoch=6-batch_idx=0.wav,p266/libri_mask-FT/libri_mask/p266_059-epoch=8-batch_idx=0.wav,p266/FT-mask/FT/p266_059-epoch=0-batch_idx=0.wav,p266/recon/p266_059.recon.wav,p266/FT-mask/mask/p266_059-epoch=6-batch_idx=0.wav,p266/mask-FT/mask/p266_059-epoch=5-batch_idx=0.wav,p266/libri_mask-FT/FT/p266_059-epoch=9-batch_idx=0.wav,p266/joint/joint/p266_059-epoch=5-batch_idx=0.wav,we should have known.,p341/ref/p341_194.wav,p341/ref/p341_231.wav,p341/raw/p341_075.wav,p341/recon/p341_075.recon.wav,p341/libri_mask-FT/FT/p341_075-epoch=6-batch_idx=0.wav,p341/mask-FT/mask/p341_075-epoch=5-batch_idx=0.wav,p341/libri_mask-FT/libri_mask/p341_075-epoch=5-batch_idx=0.wav,p341/FT-mask/mask/p341_075-epoch=5-batch_idx=0.wav,p341/mask-FT/FT/p341_075-epoch=6-batch_idx=0.wav,p341/FT-mask/FT/p341_075-epoch=0-batch_idx=0.wav,p341/joint/joint/p341_075-epoch=7-batch_idx=0.wav,we have reports of this throughout scotland.
p261/ref/p261_404.wav,p261/ref/p261_462.wav,p261/mask-FT/FT/p261_315-epoch=6-batch_idx=0.wav,p261/mask-FT/mask/p261_315-epoch=5-batch_idx=0.wav,p261/recon/p261_315.recon.wav,p261/FT-mask/FT/p261_315-epoch=0-batch_idx=0.wav,p261/raw/p261_315.wav,p261/libri_mask-FT/libri_mask/p261_315-epoch=9-batch_idx=0.wav,p261/FT-mask/mask/p261_315-epoch=6-batch_idx=0.wav,p261/joint/joint/p261_315-epoch=5-batch_idx=0.wav,p261/libri_mask-FT/FT/p261_315-epoch=10-batch_idx=0.wav,we would hope to make progress on that next year.,p275/ref/p275_086.wav,p275/ref/p275_066.wav,p275/joint/joint/p275_046-epoch=10-batch_idx=0.wav,p275/FT-mask/mask/p275_046-epoch=6-batch_idx=0.wav,p275/raw/p275_046.wav,p275/FT-mask/FT/p275_046-epoch=0-batch_idx=0.wav,p275/mask-FT/mask/p275_046-epoch=5-batch_idx=0.wav,p275/libri_mask-FT/libri_mask/p275_046-epoch=5-batch_idx=0.wav,p275/recon/p275_046.recon.wav,p275/libri_mask-FT/FT/p275_046-epoch=6-batch_idx=0.wav,p275/mask-FT/FT/p275_046-epoch=6-batch_idx=0.wav,failure to comply with the order is likely to result in prison.,p374/ref/p374_267.wav,p374/ref/p374_381.wav,p374/joint/joint/p374_241-epoch=5-batch_idx=0.wav,p374/raw/p374_241.wav,p374/FT-mask/mask/p374_241-epoch=6-batch_idx=0.wav,p374/mask-FT/FT/p374_241-epoch=6-batch_idx=0.wav,p374/libri_mask-FT/FT/p374_241-epoch=7-batch_idx=0.wav,p374/recon/p374_241.recon.wav,p374/mask-FT/mask/p374_241-epoch=5-batch_idx=0.wav,p374/FT-mask/FT/p374_241-epoch=0-batch_idx=0.wav,p374/libri_mask-FT/libri_mask/p374_241-epoch=6-batch_idx=0.wav,it's always somebody else's.,p274/ref/p274_261.wav,p274/ref/p274_293.wav,p274/joint/joint/p274_235-epoch=13-batch_idx=0.wav,p274/mask-FT/FT/p274_235-epoch=6-batch_idx=0.wav,p274/FT-mask/FT/p274_235-epoch=0-batch_idx=0.wav,p274/FT-mask/mask/p274_235-epoch=5-batch_idx=0.wav,p274/recon/p274_235.recon.wav,p274/raw/p274_235.wav,p274/libri_mask-FT/FT/p274_235-epoch=7-batch_idx=0.wav,p274/libri_mask-FT/libri_mask/p274_235-epoch=6-batch_idx=0.wav,p274/mask-FT/mask/p274_235-epoch=5-batch_idx=0.wav,paterson can afford to be generous.
p245/ref/p245_181.wav,p245/ref/p245_247.wav,p245/mask-FT/mask/p245_063-epoch=5-batch_idx=0.wav,p245/libri_mask-FT/FT/p245_063-epoch=8-batch_idx=0.wav,p245/mask-FT/FT/p245_063-epoch=6-batch_idx=0.wav,p245/FT-mask/FT/p245_063-epoch=0-batch_idx=0.wav,p245/libri_mask-FT/libri_mask/p245_063-epoch=7-batch_idx=0.wav,p245/raw/p245_063.wav,p245/recon/p245_063.recon.wav,p245/joint/joint/p245_063-epoch=5-batch_idx=0.wav,p245/FT-mask/mask/p245_063-epoch=6-batch_idx=0.wav,he was popular.,p304/ref/p304_225.wav,p304/ref/p304_024.wav,p304/FT-mask/FT/p304_361-epoch=0-batch_idx=0.wav,p304/mask-FT/FT/p304_361-epoch=6-batch_idx=0.wav,p304/recon/p304_361.recon.wav,p304/raw/p304_361.wav,p304/libri_mask-FT/FT/p304_361-epoch=9-batch_idx=0.wav,p304/mask-FT/mask/p304_361-epoch=5-batch_idx=0.wav,p304/FT-mask/mask/p304_361-epoch=6-batch_idx=0.wav,p304/joint/joint/p304_361-epoch=5-batch_idx=0.wav,p304/libri_mask-FT/libri_mask/p304_361-epoch=8-batch_idx=0.wav,"i've had a hard time, to be honest.",p360/ref/p360_373.wav,p360/ref/p360_301.wav,p360/joint/joint/p360_309-epoch=5-batch_idx=0.wav,p360/libri_mask-FT/FT/p360_309-epoch=6-batch_idx=0.wav,p360/raw/p360_309.wav,p360/libri_mask-FT/libri_mask/p360_309-epoch=5-batch_idx=0.wav,p360/FT-mask/FT/p360_309-epoch=0-batch_idx=0.wav,p360/mask-FT/FT/p360_309-epoch=6-batch_idx=0.wav,p360/recon/p360_309.recon.wav,p360/mask-FT/mask/p360_309-epoch=5-batch_idx=0.wav,p360/FT-mask/mask/p360_309-epoch=6-batch_idx=0.wav,have we not been here before?,p244/ref/p244_403.wav,p244/ref/p244_063.wav,p244/FT-mask/mask/p244_100-epoch=6-batch_idx=0.wav,p244/mask-FT/FT/p244_100-epoch=6-batch_idx=0.wav,p244/raw/p244_100.wav,p244/FT-mask/FT/p244_100-epoch=0-batch_idx=0.wav,p244/recon/p244_100.recon.wav,p244/libri_mask-FT/FT/p244_100-epoch=6-batch_idx=0.wav,p244/libri_mask-FT/libri_mask/p244_100-epoch=5-batch_idx=0.wav,p244/mask-FT/mask/p244_100-epoch=5-batch_idx=0.wav,p244/joint/joint/p244_100-epoch=13-batch_idx=0.wav,this is a game of confidence.
p250/ref/p250_249.wav,p250/ref/p250_019.wav,p250/FT-mask/mask/p250_460-epoch=21-batch_idx=0.wav,p250/joint/joint/p250_460-epoch=20-batch_idx=0.wav,p250/mask-FT/mask/p250_460-epoch=5-batch_idx=0.wav,p250/FT-mask/FT/p250_460-epoch=16-batch_idx=0.wav,p250/libri_mask-FT/libri_mask/p250_460-epoch=6-batch_idx=0.wav,p250/libri_mask-FT/FT/p250_460-epoch=12-batch_idx=0.wav,p250/mask-FT/FT/p250_460-epoch=12-batch_idx=0.wav,p250/raw/p250_460.wav,p250/recon/p250_460.recon.wav,it was like someone had died.,p330/ref/p330_331.wav,p330/ref/p330_140.wav,p330/FT-mask/FT/p330_335-epoch=0-batch_idx=0.wav,p330/FT-mask/mask/p330_335-epoch=5-batch_idx=0.wav,p330/libri_mask-FT/FT/p330_335-epoch=8-batch_idx=0.wav,p330/raw/p330_335.wav,p330/recon/p330_335.recon.wav,p330/mask-FT/mask/p330_335-epoch=5-batch_idx=0.wav,p330/libri_mask-FT/libri_mask/p330_335-epoch=6-batch_idx=0.wav,p330/joint/joint/p330_335-epoch=7-batch_idx=0.wav,p330/mask-FT/FT/p330_335-epoch=7-batch_idx=0.wav,it could have been just a quick fix.,p281/ref/p281_309.wav,p281/ref/p281_060.wav,p281/libri_mask-FT/libri_mask/p281_253-epoch=7-batch_idx=0.wav,p281/raw/p281_253.wav,p281/FT-mask/FT/p281_253-epoch=0-batch_idx=0.wav,p281/joint/joint/p281_253-epoch=5-batch_idx=0.wav,p281/recon/p281_253.recon.wav,p281/mask-FT/mask/p281_253-epoch=5-batch_idx=0.wav,p281/libri_mask-FT/FT/p281_253-epoch=8-batch_idx=0.wav,p281/FT-mask/mask/p281_253-epoch=6-batch_idx=0.wav,p281/mask-FT/FT/p281_253-epoch=6-batch_idx=0.wav,the pig industry is on its knees.,p229/ref/p229_268.wav,p229/ref/p229_185.wav,p229/mask-FT/FT/p229_142-epoch=6-batch_idx=0.wav,p229/libri_mask-FT/libri_mask/p229_142-epoch=5-batch_idx=0.wav,p229/recon/p229_142.recon.wav,p229/libri_mask-FT/FT/p229_142-epoch=6-batch_idx=0.wav,p229/FT-mask/mask/p229_142-epoch=6-batch_idx=0.wav,p229/FT-mask/FT/p229_142-epoch=0-batch_idx=0.wav,p229/raw/p229_142.wav,p229/joint/joint/p229_142-epoch=5-batch_idx=0.wav,p229/mask-FT/mask/p229_142-epoch=5-batch_idx=0.wav,what will happen then?
