audio_ref-1_1,audio_ref-1_2,audio-1_1,audio-1_2,audio-1_3,audio-1_4,audio-1_5,audio-1_6,audio-1_7,audio-1_8,audio-1_9,text-1,audio_ref-2_1,audio_ref-2_2,audio-2_1,audio-2_2,audio-2_3,audio-2_4,audio-2_5,audio-2_6,audio-2_7,audio-2_8,audio-2_9,text-2
p274/ref/p274_114.wav,p274/ref/p274_129.wav,p274/libri_mask-FT/libri_mask/p274_096-epoch=6-batch_idx=0.wav,p274/recon/p274_096.recon.wav,p274/FT-mask/FT/p274_096-epoch=0-batch_idx=0.wav,p274/FT-mask/mask/p274_096-epoch=5-batch_idx=0.wav,p274/joint/joint/p274_096-epoch=13-batch_idx=0.wav,p274/libri_mask-FT/FT/p274_096-epoch=7-batch_idx=0.wav,p274/raw/p274_096.wav,p274/mask-FT/mask/p274_096-epoch=5-batch_idx=0.wav,p274/mask-FT/FT/p274_096-epoch=6-batch_idx=0.wav,in the end we made too many errors.,p351/ref/p351_122.wav,p351/ref/p351_313.wav,p351/raw/p351_247.wav,p351/mask-FT/mask/p351_247-epoch=5-batch_idx=0.wav,p351/libri_mask-FT/libri_mask/p351_247-epoch=10-batch_idx=0.wav,p351/joint/joint/p351_247-epoch=11-batch_idx=0.wav,p351/FT-mask/FT/p351_247-epoch=6-batch_idx=0.wav,p351/FT-mask/mask/p351_247-epoch=9-batch_idx=0.wav,p351/recon/p351_247.recon.wav,p351/libri_mask-FT/FT/p351_247-epoch=20-batch_idx=0.wav,p351/mask-FT/FT/p351_247-epoch=6-batch_idx=0.wav,it got no better.
p240/ref/p240_072.wav,p240/ref/p240_127.wav,p240/FT-mask/FT/p240_044-epoch=0-batch_idx=0.wav,p240/recon/p240_044.recon.wav,p240/mask-FT/mask/p240_044-epoch=5-batch_idx=0.wav,p240/joint/joint/p240_044-epoch=9-batch_idx=0.wav,p240/FT-mask/mask/p240_044-epoch=6-batch_idx=0.wav,p240/libri_mask-FT/FT/p240_044-epoch=8-batch_idx=0.wav,p240/raw/p240_044.wav,p240/mask-FT/FT/p240_044-epoch=6-batch_idx=0.wav,p240/libri_mask-FT/libri_mask/p240_044-epoch=7-batch_idx=0.wav,"of course, on tuesday, united were beaten despite this.",p252/ref/p252_228.wav,p252/ref/p252_252.wav,p252/joint/joint/p252_331-epoch=5-batch_idx=0.wav,p252/mask-FT/mask/p252_331-epoch=5-batch_idx=0.wav,p252/libri_mask-FT/FT/p252_331-epoch=8-batch_idx=0.wav,p252/mask-FT/FT/p252_331-epoch=6-batch_idx=0.wav,p252/FT-mask/mask/p252_331-epoch=6-batch_idx=0.wav,p252/recon/p252_331.recon.wav,p252/libri_mask-FT/libri_mask/p252_331-epoch=7-batch_idx=0.wav,p252/FT-mask/FT/p252_331-epoch=0-batch_idx=0.wav,p252/raw/p252_331.wav,our relationship has been very good.
p265/ref/p265_344.wav,p265/ref/p265_274.wav,p265/mask-FT/FT/p265_215-epoch=6-batch_idx=0.wav,p265/FT-mask/FT/p265_215-epoch=0-batch_idx=0.wav,p265/raw/p265_215.wav,p265/libri_mask-FT/FT/p265_215-epoch=9-batch_idx=0.wav,p265/libri_mask-FT/libri_mask/p265_215-epoch=8-batch_idx=0.wav,p265/joint/joint/p265_215-epoch=12-batch_idx=0.wav,p265/FT-mask/mask/p265_215-epoch=5-batch_idx=0.wav,p265/mask-FT/mask/p265_215-epoch=5-batch_idx=0.wav,p265/recon/p265_215.recon.wav,i am very sorry that alastair campbell has taken this decision.,p229/ref/p229_124.wav,p229/ref/p229_100.wav,p229/FT-mask/FT/p229_269-epoch=0-batch_idx=0.wav,p229/raw/p229_269.wav,p229/libri_mask-FT/libri_mask/p229_269-epoch=5-batch_idx=0.wav,p229/recon/p229_269.recon.wav,p229/mask-FT/mask/p229_269-epoch=5-batch_idx=0.wav,p229/mask-FT/FT/p229_269-epoch=6-batch_idx=0.wav,p229/joint/joint/p229_269-epoch=5-batch_idx=0.wav,p229/libri_mask-FT/FT/p229_269-epoch=6-batch_idx=0.wav,p229/FT-mask/mask/p229_269-epoch=6-batch_idx=0.wav,that decision is for the british parliament and people.
p254/ref/p254_370.wav,p254/ref/p254_390.wav,p254/mask-FT/FT/p254_256-epoch=6-batch_idx=0.wav,p254/joint/joint/p254_256-epoch=5-batch_idx=0.wav,p254/recon/p254_256.recon.wav,p254/libri_mask-FT/libri_mask/p254_256-epoch=6-batch_idx=0.wav,p254/raw/p254_256.wav,p254/mask-FT/mask/p254_256-epoch=5-batch_idx=0.wav,p254/FT-mask/mask/p254_256-epoch=6-batch_idx=0.wav,p254/FT-mask/FT/p254_256-epoch=0-batch_idx=0.wav,p254/libri_mask-FT/FT/p254_256-epoch=7-batch_idx=0.wav,"for the scottish judges, the affair is very delicate and unique.",p345/ref/p345_053.wav,p345/ref/p345_061.wav,p345/raw/p345_293.wav,p345/mask-FT/mask/p345_293-epoch=5-batch_idx=0.wav,p345/libri_mask-FT/libri_mask/p345_293-epoch=8-batch_idx=0.wav,p345/recon/p345_293.recon.wav,p345/joint/joint/p345_293-epoch=5-batch_idx=0.wav,p345/FT-mask/FT/p345_293-epoch=0-batch_idx=0.wav,p345/FT-mask/mask/p345_293-epoch=6-batch_idx=0.wav,p345/libri_mask-FT/FT/p345_293-epoch=9-batch_idx=0.wav,p345/mask-FT/FT/p345_293-epoch=6-batch_idx=0.wav,somebody has to speak up for common sense.
p266/ref/p266_416.wav,p266/ref/p266_346.wav,p266/recon/p266_271.recon.wav,p266/FT-mask/mask/p266_271-epoch=6-batch_idx=0.wav,p266/raw/p266_271.wav,p266/mask-FT/FT/p266_271-epoch=6-batch_idx=0.wav,p266/mask-FT/mask/p266_271-epoch=5-batch_idx=0.wav,p266/joint/joint/p266_271-epoch=5-batch_idx=0.wav,p266/libri_mask-FT/libri_mask/p266_271-epoch=8-batch_idx=0.wav,p266/FT-mask/FT/p266_271-epoch=0-batch_idx=0.wav,p266/libri_mask-FT/FT/p266_271-epoch=9-batch_idx=0.wav,we're in shock.,p292/ref/p292_096.wav,p292/ref/p292_133.wav,p292/libri_mask-FT/libri_mask/p292_197-epoch=9-batch_idx=0.wav,p292/raw/p292_197.wav,p292/mask-FT/FT/p292_197-epoch=6-batch_idx=0.wav,p292/recon/p292_197.recon.wav,p292/FT-mask/FT/p292_197-epoch=0-batch_idx=0.wav,p292/mask-FT/mask/p292_197-epoch=5-batch_idx=0.wav,p292/libri_mask-FT/FT/p292_197-epoch=10-batch_idx=0.wav,p292/FT-mask/mask/p292_197-epoch=6-batch_idx=0.wav,p292/joint/joint/p292_197-epoch=5-batch_idx=0.wav,this is my homeland.
p307/ref/p307_009.wav,p307/ref/p307_182.wav,p307/FT-mask/mask/p307_254-epoch=6-batch_idx=0.wav,p307/raw/p307_254.wav,p307/recon/p307_254.recon.wav,p307/mask-FT/mask/p307_254-epoch=6-batch_idx=0.wav,p307/libri_mask-FT/libri_mask/p307_254-epoch=5-batch_idx=0.wav,p307/joint/joint/p307_254-epoch=8-batch_idx=0.wav,p307/FT-mask/FT/p307_254-epoch=0-batch_idx=0.wav,p307/libri_mask-FT/FT/p307_254-epoch=6-batch_idx=0.wav,p307/mask-FT/FT/p307_254-epoch=7-batch_idx=0.wav,the final stage is paranoia.,p225/ref/p225_244.wav,p225/ref/p225_275.wav,p225/libri_mask-FT/FT/p225_026-epoch=8-batch_idx=0.wav,p225/joint/joint/p225_026-epoch=10-batch_idx=0.wav,p225/raw/p225_026.wav,p225/mask-FT/FT/p225_026-epoch=6-batch_idx=0.wav,p225/FT-mask/FT/p225_026-epoch=0-batch_idx=0.wav,p225/libri_mask-FT/libri_mask/p225_026-epoch=7-batch_idx=0.wav,p225/FT-mask/mask/p225_026-epoch=6-batch_idx=0.wav,p225/mask-FT/mask/p225_026-epoch=5-batch_idx=0.wav,p225/recon/p225_026.recon.wav,"how are you, sir?"
p306/ref/p306_117.wav,p306/ref/p306_015.wav,p306/recon/p306_205.recon.wav,p306/mask-FT/mask/p306_205-epoch=5-batch_idx=0.wav,p306/raw/p306_205.wav,p306/FT-mask/FT/p306_205-epoch=0-batch_idx=0.wav,p306/joint/joint/p306_205-epoch=6-batch_idx=0.wav,p306/FT-mask/mask/p306_205-epoch=6-batch_idx=0.wav,p306/libri_mask-FT/FT/p306_205-epoch=12-batch_idx=0.wav,p306/mask-FT/FT/p306_205-epoch=6-batch_idx=0.wav,p306/libri_mask-FT/libri_mask/p306_205-epoch=5-batch_idx=0.wav,we played them off the pitch.,p239/ref/p239_231.wav,p239/ref/p239_177.wav,p239/FT-mask/FT/p239_257-epoch=0-batch_idx=0.wav,p239/joint/joint/p239_257-epoch=8-batch_idx=0.wav,p239/mask-FT/mask/p239_257-epoch=5-batch_idx=0.wav,p239/FT-mask/mask/p239_257-epoch=4-batch_idx=0.wav,p239/libri_mask-FT/libri_mask/p239_257-epoch=8-batch_idx=0.wav,p239/recon/p239_257.recon.wav,p239/libri_mask-FT/FT/p239_257-epoch=9-batch_idx=0.wav,p239/mask-FT/FT/p239_257-epoch=6-batch_idx=0.wav,p239/raw/p239_257.wav,we have a budget in march.
p340/ref/p340_387.wav,p340/ref/p340_176.wav,p340/raw/p340_103.wav,p340/libri_mask-FT/libri_mask/p340_103-epoch=10-batch_idx=0.wav,p340/recon/p340_103.recon.wav,p340/FT-mask/FT/p340_103-epoch=0-batch_idx=0.wav,p340/libri_mask-FT/FT/p340_103-epoch=11-batch_idx=0.wav,p340/mask-FT/FT/p340_103-epoch=6-batch_idx=0.wav,p340/joint/joint/p340_103-epoch=11-batch_idx=0.wav,p340/mask-FT/mask/p340_103-epoch=5-batch_idx=0.wav,p340/FT-mask/mask/p340_103-epoch=6-batch_idx=0.wav,he almost admitted as much.,p230/ref/p230_092.wav,p230/ref/p230_047.wav,p230/joint/joint/p230_405-epoch=5-batch_idx=0.wav,p230/mask-FT/mask/p230_405-epoch=5-batch_idx=0.wav,p230/libri_mask-FT/FT/p230_405-epoch=7-batch_idx=0.wav,p230/libri_mask-FT/libri_mask/p230_405-epoch=6-batch_idx=0.wav,p230/raw/p230_405.wav,p230/recon/p230_405.recon.wav,p230/FT-mask/FT/p230_405-epoch=0-batch_idx=0.wav,p230/FT-mask/mask/p230_405-epoch=6-batch_idx=0.wav,p230/mask-FT/FT/p230_405-epoch=6-batch_idx=0.wav,"it was a bank holiday, after all."
p294/ref/p294_231.wav,p294/ref/p294_270.wav,p294/FT-mask/mask/p294_394-epoch=6-batch_idx=0.wav,p294/mask-FT/FT/p294_394-epoch=6-batch_idx=0.wav,p294/FT-mask/FT/p294_394-epoch=0-batch_idx=0.wav,p294/libri_mask-FT/FT/p294_394-epoch=7-batch_idx=0.wav,p294/raw/p294_394.wav,p294/joint/joint/p294_394-epoch=13-batch_idx=0.wav,p294/libri_mask-FT/libri_mask/p294_394-epoch=6-batch_idx=0.wav,p294/mask-FT/mask/p294_394-epoch=5-batch_idx=0.wav,p294/recon/p294_394.recon.wav,and rugby fans can help.,p304/ref/p304_312.wav,p304/ref/p304_373.wav,p304/libri_mask-FT/FT/p304_361-epoch=9-batch_idx=0.wav,p304/FT-mask/FT/p304_361-epoch=0-batch_idx=0.wav,p304/mask-FT/mask/p304_361-epoch=5-batch_idx=0.wav,p304/joint/joint/p304_361-epoch=5-batch_idx=0.wav,p304/raw/p304_361.wav,p304/FT-mask/mask/p304_361-epoch=6-batch_idx=0.wav,p304/mask-FT/FT/p304_361-epoch=6-batch_idx=0.wav,p304/libri_mask-FT/libri_mask/p304_361-epoch=8-batch_idx=0.wav,p304/recon/p304_361.recon.wav,"i've had a hard time, to be honest."
p260/ref/p260_035.wav,p260/ref/p260_136.wav,p260/mask-FT/mask/p260_097-epoch=5-batch_idx=0.wav,p260/joint/joint/p260_097-epoch=5-batch_idx=0.wav,p260/libri_mask-FT/FT/p260_097-epoch=6-batch_idx=0.wav,p260/recon/p260_097.recon.wav,p260/libri_mask-FT/libri_mask/p260_097-epoch=5-batch_idx=0.wav,p260/mask-FT/FT/p260_097-epoch=6-batch_idx=0.wav,p260/raw/p260_097.wav,p260/FT-mask/mask/p260_097-epoch=6-batch_idx=0.wav,p260/FT-mask/FT/p260_097-epoch=0-batch_idx=0.wav,i am extremely sad.,p252/ref/p252_252.wav,p252/ref/p252_228.wav,p252/mask-FT/mask/p252_150-epoch=5-batch_idx=0.wav,p252/libri_mask-FT/libri_mask/p252_150-epoch=7-batch_idx=0.wav,p252/FT-mask/FT/p252_150-epoch=0-batch_idx=0.wav,p252/joint/joint/p252_150-epoch=5-batch_idx=0.wav,p252/FT-mask/mask/p252_150-epoch=6-batch_idx=0.wav,p252/raw/p252_150.wav,p252/recon/p252_150.recon.wav,p252/mask-FT/FT/p252_150-epoch=6-batch_idx=0.wav,p252/libri_mask-FT/FT/p252_150-epoch=8-batch_idx=0.wav,why change it?
p283/ref/p283_029.wav,p283/ref/p283_178.wav,p283/joint/joint/p283_249-epoch=6-batch_idx=0.wav,p283/FT-mask/mask/p283_249-epoch=5-batch_idx=0.wav,p283/raw/p283_249.wav,p283/libri_mask-FT/libri_mask/p283_249-epoch=5-batch_idx=0.wav,p283/mask-FT/mask/p283_249-epoch=5-batch_idx=0.wav,p283/recon/p283_249.recon.wav,p283/libri_mask-FT/FT/p283_249-epoch=6-batch_idx=0.wav,p283/FT-mask/FT/p283_249-epoch=0-batch_idx=0.wav,p283/mask-FT/FT/p283_249-epoch=6-batch_idx=0.wav,this is an exciting time for the party.,p297/ref/p297_238.wav,p297/ref/p297_285.wav,p297/raw/p297_080.wav,p297/joint/joint/p297_080-epoch=6-batch_idx=0.wav,p297/mask-FT/mask/p297_080-epoch=5-batch_idx=0.wav,p297/mask-FT/FT/p297_080-epoch=6-batch_idx=0.wav,p297/libri_mask-FT/libri_mask/p297_080-epoch=6-batch_idx=0.wav,p297/FT-mask/FT/p297_080-epoch=0-batch_idx=0.wav,p297/recon/p297_080.recon.wav,p297/FT-mask/mask/p297_080-epoch=6-batch_idx=0.wav,p297/libri_mask-FT/FT/p297_080-epoch=7-batch_idx=0.wav,we were short of athletes.
p238/ref/p238_442.wav,p238/ref/p238_379.wav,p238/recon/p238_171.recon.wav,p238/libri_mask-FT/libri_mask/p238_171-epoch=7-batch_idx=0.wav,p238/mask-FT/FT/p238_171-epoch=13-batch_idx=0.wav,p238/FT-mask/FT/p238_171-epoch=4-batch_idx=0.wav,p238/joint/joint/p238_171-epoch=11-batch_idx=0.wav,p238/raw/p238_171.wav,p238/mask-FT/mask/p238_171-epoch=5-batch_idx=0.wav,p238/libri_mask-FT/FT/p238_171-epoch=17-batch_idx=0.wav,p238/FT-mask/mask/p238_171-epoch=8-batch_idx=0.wav,i've no idea how it works.,p261/ref/p261_365.wav,p261/ref/p261_462.wav,p261/libri_mask-FT/libri_mask/p261_362-epoch=9-batch_idx=0.wav,p261/joint/joint/p261_362-epoch=5-batch_idx=0.wav,p261/libri_mask-FT/FT/p261_362-epoch=10-batch_idx=0.wav,p261/raw/p261_362.wav,p261/FT-mask/mask/p261_362-epoch=6-batch_idx=0.wav,p261/recon/p261_362.recon.wav,p261/mask-FT/FT/p261_362-epoch=6-batch_idx=0.wav,p261/mask-FT/mask/p261_362-epoch=5-batch_idx=0.wav,p261/FT-mask/FT/p261_362-epoch=0-batch_idx=0.wav,"at first, the youngster was not keen."
p316/ref/p316_243.wav,p316/ref/p316_283.wav,p316/libri_mask-FT/FT/p316_293-epoch=10-batch_idx=0.wav,p316/FT-mask/mask/p316_293-epoch=6-batch_idx=0.wav,p316/joint/joint/p316_293-epoch=5-batch_idx=0.wav,p316/recon/p316_293.recon.wav,p316/raw/p316_293.wav,p316/libri_mask-FT/libri_mask/p316_293-epoch=9-batch_idx=0.wav,p316/mask-FT/mask/p316_293-epoch=5-batch_idx=0.wav,p316/mask-FT/FT/p316_293-epoch=6-batch_idx=0.wav,p316/FT-mask/FT/p316_293-epoch=0-batch_idx=0.wav,it is planned for london in the spring.,p225/ref/p225_244.wav,p225/ref/p225_191.wav,p225/recon/p225_029.recon.wav,p225/mask-FT/FT/p225_029-epoch=6-batch_idx=0.wav,p225/FT-mask/mask/p225_029-epoch=6-batch_idx=0.wav,p225/libri_mask-FT/libri_mask/p225_029-epoch=7-batch_idx=0.wav,p225/mask-FT/mask/p225_029-epoch=5-batch_idx=0.wav,p225/FT-mask/FT/p225_029-epoch=0-batch_idx=0.wav,p225/raw/p225_029.wav,p225/libri_mask-FT/FT/p225_029-epoch=8-batch_idx=0.wav,p225/joint/joint/p225_029-epoch=10-batch_idx=0.wav,what do we do?
p236/ref/p236_443.wav,p236/ref/p236_137.wav,p236/libri_mask-FT/FT/p236_035-epoch=7-batch_idx=0.wav,p236/libri_mask-FT/libri_mask/p236_035-epoch=6-batch_idx=0.wav,p236/joint/joint/p236_035-epoch=10-batch_idx=0.wav,p236/FT-mask/FT/p236_035-epoch=0-batch_idx=0.wav,p236/mask-FT/mask/p236_035-epoch=5-batch_idx=0.wav,p236/recon/p236_035.recon.wav,p236/mask-FT/FT/p236_035-epoch=6-batch_idx=0.wav,p236/raw/p236_035.wav,p236/FT-mask/mask/p236_035-epoch=5-batch_idx=0.wav,it is not for any other purpose.,p311/ref/p311_348.wav,p311/ref/p311_412.wav,p311/libri_mask-FT/FT/p311_288-epoch=7-batch_idx=0.wav,p311/libri_mask-FT/libri_mask/p311_288-epoch=6-batch_idx=0.wav,p311/mask-FT/FT/p311_288-epoch=6-batch_idx=0.wav,p311/joint/joint/p311_288-epoch=6-batch_idx=0.wav,p311/raw/p311_288.wav,p311/FT-mask/mask/p311_288-epoch=6-batch_idx=0.wav,p311/recon/p311_288.recon.wav,p311/mask-FT/mask/p311_288-epoch=5-batch_idx=0.wav,p311/FT-mask/FT/p311_288-epoch=0-batch_idx=0.wav,it has become very confused.
p310/ref/p310_238.wav,p310/ref/p310_034.wav,p310/FT-mask/FT/p310_102-epoch=5-batch_idx=0.wav,p310/libri_mask-FT/FT/p310_102-epoch=11-batch_idx=0.wav,p310/recon/p310_102.recon.wav,p310/FT-mask/mask/p310_102-epoch=9-batch_idx=0.wav,p310/libri_mask-FT/libri_mask/p310_102-epoch=6-batch_idx=0.wav,p310/mask-FT/FT/p310_102-epoch=12-batch_idx=0.wav,p310/joint/joint/p310_102-epoch=21-batch_idx=0.wav,p310/raw/p310_102.wav,p310/mask-FT/mask/p310_102-epoch=5-batch_idx=0.wav,we shall rely on human beings.,p362/ref/p362_097.wav,p362/ref/p362_075.wav,p362/mask-FT/FT/p362_137-epoch=15-batch_idx=0.wav,p362/mask-FT/mask/p362_137-epoch=5-batch_idx=0.wav,p362/libri_mask-FT/FT/p362_137-epoch=12-batch_idx=0.wav,p362/FT-mask/mask/p362_137-epoch=13-batch_idx=0.wav,p362/libri_mask-FT/libri_mask/p362_137-epoch=5-batch_idx=0.wav,p362/raw/p362_137.wav,p362/FT-mask/FT/p362_137-epoch=9-batch_idx=0.wav,p362/recon/p362_137.recon.wav,p362/joint/joint/p362_137-epoch=20-batch_idx=0.wav,there is a subtle difference.
p312/ref/p312_313.wav,p312/ref/p312_379.wav,p312/FT-mask/FT/p312_350-epoch=0-batch_idx=0.wav,p312/FT-mask/mask/p312_350-epoch=6-batch_idx=0.wav,p312/libri_mask-FT/libri_mask/p312_350-epoch=6-batch_idx=0.wav,p312/mask-FT/FT/p312_350-epoch=7-batch_idx=0.wav,p312/recon/p312_350.recon.wav,p312/raw/p312_350.wav,p312/mask-FT/mask/p312_350-epoch=5-batch_idx=0.wav,p312/joint/joint/p312_350-epoch=10-batch_idx=0.wav,p312/libri_mask-FT/FT/p312_350-epoch=7-batch_idx=0.wav,"it was not a difficult decision, he said.",p278/ref/p278_073.wav,p278/ref/p278_292.wav,p278/mask-FT/mask/p278_258-epoch=5-batch_idx=0.wav,p278/raw/p278_258.wav,p278/libri_mask-FT/libri_mask/p278_258-epoch=10-batch_idx=0.wav,p278/FT-mask/FT/p278_258-epoch=0-batch_idx=0.wav,p278/joint/joint/p278_258-epoch=5-batch_idx=0.wav,p278/mask-FT/FT/p278_258-epoch=6-batch_idx=0.wav,p278/recon/p278_258.recon.wav,p278/FT-mask/mask/p278_258-epoch=6-batch_idx=0.wav,p278/libri_mask-FT/FT/p278_258-epoch=11-batch_idx=0.wav,defensive stocks attracted some interest.
p330/ref/p330_331.wav,p330/ref/p330_229.wav,p330/joint/joint/p330_068-epoch=7-batch_idx=0.wav,p330/libri_mask-FT/libri_mask/p330_068-epoch=6-batch_idx=0.wav,p330/libri_mask-FT/FT/p330_068-epoch=8-batch_idx=0.wav,p330/raw/p330_068.wav,p330/mask-FT/mask/p330_068-epoch=5-batch_idx=0.wav,p330/FT-mask/FT/p330_068-epoch=0-batch_idx=0.wav,p330/recon/p330_068.recon.wav,p330/FT-mask/mask/p330_068-epoch=5-batch_idx=0.wav,p330/mask-FT/FT/p330_068-epoch=7-batch_idx=0.wav,i think it is a release of tension.,p334/ref/p334_184.wav,p334/ref/p334_191.wav,p334/FT-mask/mask/p334_115-epoch=14-batch_idx=0.wav,p334/recon/p334_115.recon.wav,p334/mask-FT/FT/p334_115-epoch=14-batch_idx=0.wav,p334/FT-mask/FT/p334_115-epoch=10-batch_idx=0.wav,p334/libri_mask-FT/FT/p334_115-epoch=13-batch_idx=0.wav,p334/joint/joint/p334_115-epoch=12-batch_idx=0.wav,p334/mask-FT/mask/p334_115-epoch=5-batch_idx=0.wav,p334/raw/p334_115.wav,p334/libri_mask-FT/libri_mask/p334_115-epoch=8-batch_idx=0.wav,"i was very pleased with them today, though."
p253/ref/p253_181.wav,p253/ref/p253_298.wav,p253/recon/p253_203.recon.wav,p253/joint/joint/p253_203-epoch=9-batch_idx=0.wav,p253/FT-mask/mask/p253_203-epoch=6-batch_idx=0.wav,p253/mask-FT/mask/p253_203-epoch=5-batch_idx=0.wav,p253/libri_mask-FT/libri_mask/p253_203-epoch=10-batch_idx=0.wav,p253/raw/p253_203.wav,p253/FT-mask/FT/p253_203-epoch=0-batch_idx=0.wav,p253/libri_mask-FT/FT/p253_203-epoch=11-batch_idx=0.wav,p253/mask-FT/FT/p253_203-epoch=6-batch_idx=0.wav,it was worth a photograph.,p308/ref/p308_271.wav,p308/ref/p308_268.wav,p308/FT-mask/mask/p308_189-epoch=6-batch_idx=0.wav,p308/mask-FT/mask/p308_189-epoch=5-batch_idx=0.wav,p308/raw/p308_189.wav,p308/libri_mask-FT/libri_mask/p308_189-epoch=6-batch_idx=0.wav,p308/mask-FT/FT/p308_189-epoch=6-batch_idx=0.wav,p308/recon/p308_189.recon.wav,p308/joint/joint/p308_189-epoch=14-batch_idx=0.wav,p308/FT-mask/FT/p308_189-epoch=3-batch_idx=0.wav,p308/libri_mask-FT/FT/p308_189-epoch=9-batch_idx=0.wav,people buy everything with cash.
p312/ref/p312_132.wav,p312/ref/p312_313.wav,p312/libri_mask-FT/libri_mask/p312_398-epoch=6-batch_idx=0.wav,p312/FT-mask/mask/p312_398-epoch=6-batch_idx=0.wav,p312/FT-mask/FT/p312_398-epoch=0-batch_idx=0.wav,p312/libri_mask-FT/FT/p312_398-epoch=7-batch_idx=0.wav,p312/joint/joint/p312_398-epoch=10-batch_idx=0.wav,p312/raw/p312_398.wav,p312/recon/p312_398.recon.wav,p312/mask-FT/FT/p312_398-epoch=7-batch_idx=0.wav,p312/mask-FT/mask/p312_398-epoch=5-batch_idx=0.wav,the new incitement offence will cover all religions.,p231/ref/p231_411.wav,p231/ref/p231_172.wav,p231/libri_mask-FT/FT/p231_236-epoch=25-batch_idx=0.wav,p231/FT-mask/FT/p231_236-epoch=8-batch_idx=0.wav,p231/joint/joint/p231_236-epoch=15-batch_idx=0.wav,p231/raw/p231_236.wav,p231/mask-FT/FT/p231_236-epoch=11-batch_idx=0.wav,p231/libri_mask-FT/libri_mask/p231_236-epoch=6-batch_idx=0.wav,p231/mask-FT/mask/p231_236-epoch=5-batch_idx=0.wav,p231/recon/p231_236.recon.wav,p231/FT-mask/mask/p231_236-epoch=13-batch_idx=0.wav,"sadly, it sounds as if it is."
p323/ref/p323_293.wav,p323/ref/p323_050.wav,p323/libri_mask-FT/FT/p323_165-epoch=6-batch_idx=0.wav,p323/raw/p323_165.wav,p323/joint/joint/p323_165-epoch=5-batch_idx=0.wav,p323/FT-mask/FT/p323_165-epoch=0-batch_idx=0.wav,p323/mask-FT/FT/p323_165-epoch=6-batch_idx=0.wav,p323/recon/p323_165.recon.wav,p323/mask-FT/mask/p323_165-epoch=5-batch_idx=0.wav,p323/libri_mask-FT/libri_mask/p323_165-epoch=5-batch_idx=0.wav,p323/FT-mask/mask/p323_165-epoch=6-batch_idx=0.wav,"we tried everything, but it just wasn't to be today.",p295/ref/p295_045.wav,p295/ref/p295_288.wav,p295/FT-mask/mask/p295_304-epoch=6-batch_idx=0.wav,p295/raw/p295_304.wav,p295/mask-FT/mask/p295_304-epoch=5-batch_idx=0.wav,p295/joint/joint/p295_304-epoch=5-batch_idx=0.wav,p295/mask-FT/FT/p295_304-epoch=6-batch_idx=0.wav,p295/libri_mask-FT/libri_mask/p295_304-epoch=5-batch_idx=0.wav,p295/recon/p295_304.recon.wav,p295/libri_mask-FT/FT/p295_304-epoch=6-batch_idx=0.wav,p295/FT-mask/FT/p295_304-epoch=0-batch_idx=0.wav,i love this tournament.
p234/ref/p234_131.wav,p234/ref/p234_197.wav,p234/FT-mask/mask/p234_083-epoch=6-batch_idx=0.wav,p234/libri_mask-FT/FT/p234_083-epoch=7-batch_idx=0.wav,p234/mask-FT/FT/p234_083-epoch=6-batch_idx=0.wav,p234/raw/p234_083.wav,p234/FT-mask/FT/p234_083-epoch=0-batch_idx=0.wav,p234/joint/joint/p234_083-epoch=5-batch_idx=0.wav,p234/libri_mask-FT/libri_mask/p234_083-epoch=6-batch_idx=0.wav,p234/mask-FT/mask/p234_083-epoch=5-batch_idx=0.wav,p234/recon/p234_083.recon.wav,they were badly prepared for it.,p374/ref/p374_134.wav,p374/ref/p374_418.wav,p374/libri_mask-FT/FT/p374_279-epoch=7-batch_idx=0.wav,p374/mask-FT/FT/p374_279-epoch=6-batch_idx=0.wav,p374/raw/p374_279.wav,p374/joint/joint/p374_279-epoch=5-batch_idx=0.wav,p374/recon/p374_279.recon.wav,p374/libri_mask-FT/libri_mask/p374_279-epoch=6-batch_idx=0.wav,p374/FT-mask/FT/p374_279-epoch=0-batch_idx=0.wav,p374/FT-mask/mask/p374_279-epoch=6-batch_idx=0.wav,p374/mask-FT/mask/p374_279-epoch=5-batch_idx=0.wav,it was the first time they met.
